,PlaceCode,PlaceName,PlaceScore,PlaceFromPrice,PlaceProvince,PlaceCity,PlaceNeighborhood,PlaceM2,PlaceRooms,PlaceCapacity,PlaceBuildingType,PlaceRentalType,PlaceSecurityType,PlaceExtraPersonCost
570,28253,"اقامتگاه سنتی ""پنج دری"" اتاق 3تخته (2)",جدید,"2,160,000",فارس,شیراز, خیابان 9 دی,720, بدون اتاق,3 ,اقامتگاه بومگردی , ,,
571,76687,سوئیت ۳۵ متری با دسترسی مطلوب,4.33,,فارس,شیراز, بلوار پاسداران,35, بدون اتاق,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"75,000"
572,39198,"اقامتگاه سنتی ""سهراب"" اتاق هدایت 5",3.67,"800,000",فارس,شیراز,,30, بدون اتاق,2 ,اقامتگاه بومگردی , ,,"150,000"
573,81508,مجموعه اقامتی آقایی (واحد 2) مختص خانواده,جدید,"1,700,000",فارس,شیراز, پاسداران,190,3,5 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
574,57296,واحد دو خوابه نصر (واحد 7),3.7,"777,000",فارس,شیراز, بلوار نصر غربی,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"80,000"
575,69904,واحد دنج و نقلی با دسترسی عالی,4.5,"900,000",فارس,شیراز, شهرک صدا و سیما,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
576,79033,ویلای دو خوابه با منظره دشت و کوه,4,"1,500,000",فارس,شیراز, خانه زنیان,300,2,6 ,ویلایی ,غیردربست,,"100,000"
577,78958,مجموعه اقامتی زرهی، واحد 3 مختص خانواده,جدید,"1,200,000",فارس,شیراز, خیابان زرهی,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
578,78956,"مجموعه اقامتی زرهی ""واحد 5"" مختص خانواده",جدید,,فارس,شیراز, خیابان زرهی,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
579,28260,"اقامتگاه سنتی ""پنج دری"" اتاق 5 تخته",جدید,"3,240,000",فارس,شیراز, خیابان 9 دی,300, بدون اتاق,5 ,اقامتگاه بومگردی , ,,
580,28259,"اقامتگاه سنتی ""پنج دری"" اتاق خانواده",جدید,,فارس,شیراز, خیابان 9 دی,300, بدون اتاق,5 ,اقامتگاه بومگردی , ,,
581,81505,مجموعه اقامتی فرهنگشهر (واحد 12) مختص خانواده,جدید,"1,300,000",فارس,شیراز, خیابان رجایی,135,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
582,81512,مجموعه اقامتی آقایی (واحد 3) مختص خانواده,جدید,"1,700,000",فارس,شیراز, پاسداران,190,3,5 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
583,81497,مجموعه اقامتی فرهنگشهر (واحد 9) مختص خانواده,جدید,"1,300,000",فارس,شیراز, خیابان رجایی,135,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
584,84556,واحد مبله دو خوابه در دهکده توریستی قلات,جدید,"1,100,000",فارس,شیراز, قلات,160,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
585,66086,منزل ویلایی دربست راحت و دلنشین,4.83,"1,600,000",فارس,شیراز, بلوار سرباز,150,2,5 ,ویلایی ,دربست,,"150,000"
586,81504,مجموعه اقامتی فرهنگشهر (واحد 11) مختص خانواده,جدید,"1,300,000",فارس,شیراز, خیابان رجایی,135,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
587,81502,مجموعه اقامتی فرهنگشهر (واحد 10) مختص خانواده,جدید,"1,300,000",فارس,شیراز, خیابان رجایی,135,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
588,81495,مجموعه اقامتی فرهنگشهر (واحد7) مختص خانواده,جدید,"1,300,000",فارس,شیراز, خیابان رجایی,135,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
589,63190,واحدمبله رودکی شیراز,4.5,"800,000",فارس,شیراز, رودکی,80,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
590,64022,ویلای 3 خوابه استخر دار ویلاشهر کیمیا,4.42,"1,990,000",فارس,شیراز,,200,3,6 ,ویلایی ,دربست,,"200,000"
591,39195,"اقامتگاه سنتی ""سهراب"" اتاق اخوان2",جدید,"650,000",فارس,شیراز,,15, بدون اتاق,3 ,اقامتگاه بومگردی , ,,
592,60166,واحد دوخوابه نصر (واحد 5),3.43,"666,000",فارس,شیراز, بلوار نصر غربی,85,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"75,000"
593,27942,"اقامتگاه بومگردی ""ماه منیر""اتاق شاه نشین",جدید,"1,810,000",فارس,شیراز, خیابان لطفعلیخان زند,40, بدون اتاق,5 ,اقامتگاه بومگردی ,غیردربست,,"200,000"
594,81496,مجموعه اقامتی فرهنگشهر (واحد8) مختص خانواده,جدید,"1,300,000",فارس,شیراز, خیابان رجایی,135,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
595,84263,آپارتمان دو خوابه با دسترسی عالی,جدید,"800,000",فارس,شیراز, شهر صدرا,80,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
596,78953,مجموعه اقامتی میرزای شیرازی، واحد 1 مختص خانواده,جدید,"1,300,000",فارس,شیراز, خیابان میرزای شیرازی,75,1,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
597,78962,"مجموعه اقامتی میرزای شیرازی ""واحد 3"" مختص خانواده",جدید,"1,200,000",فارس,شیراز, خیابان میرزای شیرازی,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
598,76022,اقامتگاه سنتی آبان اتاق نسیم,جدید,,فارس,شیراز, خیابان لطفعلی خان زند,40, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,"250,000"
599,78184,"دو خوابه‌ی مبله ""واحد باهنر 29""",جدید,"1,400,000",فارس,شیراز, بلوار باهنر جنوبی,95,2,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"300,000"
600,78957,"مجموعه اقامتی زرهی ""واحد 4"" مختص خانواده",جدید,"1,600,000",فارس,شیراز, خیابان زرهی,85,2,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
601,86179,واحد مساوات، واقع در طبقه همکف,جدید,,فارس,شیراز, بلوار مساوات,75,1,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
602,76684,واحد (2) دو خوابه با دسترسی مطلوب,جدید,"1,200,000",فارس,شیراز, بلوار پاسداران,130,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
603,80333,واحد دوخوابه شیک و تمیز با دسترسی مطلوب,4,,فارس,شیراز, بلوار عرفان,150,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
604,78959,"مجموعه اقامتی زرهی ""واحد 2"" مختص خانواده",جدید,"1,600,000",فارس,شیراز, خیابان زرهی,85,2,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
605,77883,واحد مبله دو خوابه (vip 5),جدید,,فارس,شیراز, عفیف آباد,120,2,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"500,000"
606,83766,واحد تک خواب با امکانات کامل,4.17,"900,000",فارس,شیراز, قدوسی,70,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"50,000"
607,79008,"مجموعه اقامتی همت جنوبی ""دو خواب"" مختص خانواده",جدید,"1,500,000",فارس,شیراز, همت جنوبی,140,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
608,25186,دو خوابه نصر (واحد 1),4.04,"666,000",فارس,شیراز,,90,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
609,22079,"اقامتگاه""خانه باغ ایرانی"" فریدون مشیری",جدید,"2,100,000",فارس,شیراز, چهارراه گمرک,18, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,0
610,22034,"اقامتگاه""خانه باغ ایرانی""صدرالدین محلاتی",جدید,"2,800,000",فارس,شیراز, چهارراه گمرک,18, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,0
611,38697,"اقامتگاه ""عمارت هفت رنگ"" اتاق درب شازده",جدید,,فارس,شیراز, سه راه آستانه,20, بدون اتاق,2 ,اقامتگاه بومگردی , ,,"300,000"
612,29857,واحد مبله در شیراز,3.6,"925,000",فارس,شیراز,,90,1,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"70,000"
613,78997,"مجموعه اقامتی میرزای شیرازی ""واحد 4"" مختص خانواده",جدید,"2,000,000",فارس,شیراز, خیابان میرزای شیرازی,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
614,82798,اجاره آپارتمان مبله شیک در شهرک بهشتی,جدید,"1,600,000",فارس,شیراز, شهرک بهشتی,100,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
615,82071,آپارتمان مبله فرهنگ شهر لوکس واحد 42_2,جدید,"2,100,000",فارس,شیراز, فرهنگ شهر,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
616,76710,واحد مبله سه خوابه نیم‌پیلوت با دسترسی مطلوب,جدید,"1,000,000",فارس,شیراز, شهرک سامان,135,3,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
617,47672,دو خوابه نصر واحد 8,3.27,"666,000",فارس,شیراز, بلوار نصر غربی,110,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
618,63074,اقامتگاه بهار نارنج حافظ 101,جدید,"1,400,000",فارس,شیراز, شاه چراغ,165, بدون اتاق,2 ,اقامتگاه بومگردی ,دربست,,"280,000"
619,81787,ویلای سنتی با دو اتاق دنج و حیاطی فضاسازی شده,4.67,"1,350,000",فارس,شیراز, چهارراه زند,178,2,4 ,اقامتگاه بومگردی ,دربست,,"200,000"
620,83529,واحد مبله تک خواب شکوفه (1),جدید,"700,000",فارس,شیراز, بلوار سرداران,60,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
621,81484,مجموعه اقامتی فرهنگشهر (واحد5) مختص خانواده,جدید,"2,000,000",فارس,شیراز, خیابان رجایی,135,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
622,65285,آپارتمان بهاران، واحد 1، طبقه‌ی اول,جدید,,فارس,شیراز,,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
623,22027,"اقامتگاه""خانه باغ ایرانی"" سهراب سپهری",4.17,"2,800,000",فارس,شیراز, چهارراه گمرک,18, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,"150,000"
624,76680,واحد (1) مبله دوخوابه با دسترسی مطلوب,جدید,"1,600,000",فارس,شیراز, بلوار پاسدران,130,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
625,28258,"اقامتگاه سنتی ""پنج دری"" اتاق 4تخته",جدید,"2,700,000",فارس,شیراز, خیابان 9 دی,300, بدون اتاق,4 ,اقامتگاه بومگردی ,غیردربست,,
626,77881,واحد مبله دو خوابه (vip 4),جدید,,فارس,شیراز, عفیف آباد,120,2,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"500,000"
627,28254,"اقامتگاه سنتی ""پنج دری"" اتاق ۳تخته (3)",جدید,,فارس,شیراز, خیابان 9 دی,720, بدون اتاق,3 ,اقامتگاه بومگردی , ,,
628,82755,آپارتمان مبله، واحد 2,جدید,"1,600,000",فارس,شیراز, فرهنگ شهر,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
629,82756,آپارتمان دنج و نقلی، واحد 3,جدید,,فارس,شیراز, فرهنگ شهر,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
630,67942,اقامتگاه بهار نارنج حافظ 103,جدید,"1,400,000",فارس,شیراز,,165, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"280,000"
631,72988,واحدی دنج و اقتصادی با دسترسی عالی,جدید,"500,000",فارس,شیراز, بلوار استقلال,100,1,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"50,000"
632,80410,سوئیت یک خوابه در مرکز شیراز,جدید,"560,000",فارس,شیراز, بلوار کریمخان زند,40,1,2 ,ویلایی ,غیردربست,,"50,000"
633,82560,واحد دنج و مبله با دسترسی مطلوب,جدید,"1,600,000",فارس,شیراز, فرهنگ شهر,105,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
634,82761,آپارتمان مبله و دنج، واحد 4,جدید,"1,650,000",فارس,شیراز, فرهنگ شهر,105,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
635,23632,واحد دو خوابه با امکانات رفاهی,3.58,"975,000",فارس,شیراز,,100,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"90,000"
636,77839,"مجموعه اقامتی علی بابا ""واحد1"" مبله تک خواب",جدید,"1,200,000",فارس,شیراز, بلوار دکتر حسابی,75,1,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
637,64399,ویلا سه خواب دشتکوه,جدید,"1,500,000",فارس,شیراز, ویلاشهر کیمیا,300,3,10,ویلایی ,دربست,,"200,000"
638,77842,"مجموعه اقامتی علی بابا ""واحد دو خوابه 5""",جدید,"1,500,000",فارس,شیراز, بلوار دکتر حسابی,100,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
639,77841,"مجموعه اقامتی علی بابا ""واحد 4""",جدید,"1,500,000",فارس,شیراز, بلوار دکتر حسابی,100,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
640,77843,"مجموعه اقامتی علی بابا ""واحد (6) دو خوابه""",جدید,"1,500,000",فارس,شیراز, بلوار دکتر حسابی,100,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
