,PlaceCode,PlaceName,PlaceScore,PlaceFromPrice,PlaceProvince,PlaceCity,PlaceNeighborhood,PlaceM2,PlaceRooms,PlaceCapacity,PlaceBuildingType,PlaceRentalType,PlaceSecurityType,PlaceExtraPersonCost
427,64554,آپارتمان مبله پاسداران طبقه‌ی چهارم واحد (4),5,"1,500,000",فارس,شیراز, پاسداران,90,2,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
428,67701,آپارتمان تمیز و مرتب در بهترین لوکیشن,4.75,"700,000",فارس,شیراز, شهرک صدرا,90,1,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"50,000"
429,1124,واحد یک خواب با چشم انداز طبیعت,4.88,,فارس,شیراز, روستای قلات,85,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"300,000"
430,76694,واحد مبله‌ی سه خوابه با دسترسی عالی,5,"2,200,000",فارس,شیراز, خیابان فردوسی,170,3,6 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
431,14223,اقامتگاه ترنجستان ( اتاق آرامش ),5,"1,180,000",فارس,شیراز, لطفعلی‌خان زند,14, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,
432,64770,آپارتمان مبله میرزای شیرازی 4، طبقه‌ی اول,5,"2,150,000",فارس,شیراز,,130,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
433,16191,واحد مبله دو خوابه بلوار چمران,4.78,"1,550,000",فارس,شیراز,,120,2,5 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"60,000"
434,71288,آپارتمان نوساز، در نزدیکی آرامگاه حافظ,4.9,"1,299,000",فارس,شیراز, بلوار هفت تن,120,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"200,000"
435,38710,"اقامتگاه ""عمارت هفت رنگ"" اتاق هفت پیچ",4.83,,فارس,شیراز, سه راه آستانه,20, بدون اتاق,3 ,اقامتگاه بومگردی , ,,"300,000"
436,64555,آپارتمان مبله پاسداران طبقه‌ی پنجم واحد (6),4.71,"1,500,000",فارس,شیراز, پاسداران,90,2,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
437,59203,آپارتمان مبله‌ی دوخوابه فرهنگ‌شهر (6)، طبقه‌ی دوم,4.76,"1,500,000",فارس,شیراز, فرهنگ‌شهر,125,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
438,14252,اقامتگاه ترنجستان ( اتاق پهلوی ),4.94,"650,000",فارس,شیراز, لطفعلی‌خان زند,12, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"250,000"
439,59077,آپارتمان دوخوابه نوساز باران,4.81,"2,100,000",فارس,شیراز, خیابان مشکین فام,110,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"200,000"
440,22296,دوخواب بسیار تمیز ,4.94,,فارس,شیراز,,100,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"200,000"
441,64771,آپارتمان مبله میرزای شیرازی، طبقه‌ی اول,4.71,"1,300,000",فارس,شیراز,,130,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
442,39200,"اقامتگاه سنتی ""سهراب"" اتاق فروغ 7",4.83,"160,000",فارس,شیراز,,18, بدون اتاق,1 ,اقامتگاه بومگردی , ,,"160,000"
443,81906,ویلای مبله دو خوابه در باغی دنج,4.83,"2,000,000",فارس,شیراز, ویلاشهر کیمیا ( دشتکوه),200,2,6 ,ویلایی ,دربست,,"150,000"
444,64500,آپارتمان مبله‌ی دوخوابه فرهنگ‌شهر (9)، طبقه‌ی سوم,4.67,"1,900,000",فارس,شیراز, فرهنگ‌شهر,125,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
445,28251,"اقامتگاه سنتی ""پنج دری"" اتاق 3تخته (1)",4.83,"2,160,000",فارس,شیراز, خیابان 9 دی,720, بدون اتاق,3 ,اقامتگاه بومگردی , ,,
446,65298,آپارتمان بهاران، واحد 3، طبقه‌ی دوم,4.25,"1,600,000",فارس,شیراز,,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
447,27938,"اقامتگاه بومگردی ""ماه منیر"" اتاق ترنج",5,"1,150,000",فارس,شیراز, خیابان لطفعلیخان زند,30, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,"200,000"
448,5286,منزل مبله معالی آباد,4.61,"1,200,000",فارس,شیراز,,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"50,000"
449,38703,"اقامتگاه ""عمارت هفت رنگ"" اتاق شازده بیگم",4.5,"2,600,000",فارس,شیراز, سه راه آستانه,25, بدون اتاق,4 ,اقامتگاه بومگردی , ,,"300,000"
450,27937,"اقامتگاه بومگردی ""ماه منیر"" اتاق ایوان",5,"850,000",فارس,شیراز, خیابان لطفعلیخان زند,16, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
451,75016,واحد نقلی و اقتصادی با دسترسی مطلوب,4.58,"600,000",فارس,شیراز, خیابان قدمگاه,50,1,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"50,000"
452,23001,"اقامتگاه""خانه باغ ایرانی"" فروغ فرخزاد",5,"1,200,000",فارس,شیراز, چهارراه گمرک,15, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
453,28247,"اقامتگاه سنتی""پنج دری""اتاق ۲تخته دبل",4.83,,فارس,شیراز, خیابان 9 دی,720, بدون اتاق,2 ,اقامتگاه بومگردی , ,,
454,64550,آپارتمان پاسداران، طبقه‌ی سوم، واحد (2),4.67,"1,500,000",فارس,شیراز, پاسداران,90,2,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
455,81072,مجتمع اقامتی ویانا، واحد دو خوابه,5,"1,000,000",فارس,شیراز, معالی آباد,70,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,
456,71475,باغ ویلای دوخوابه با امکانات رفاهی واحد (1),5,"1,050,000",فارس,شیراز, فردوسی,120,2,5 ,ویلایی ,غیردربست,,"150,000"
457,39197,"اقامتگاه سنتی ""سهراب"" اتاق شاملو 4",4.94,"750,000",فارس,شیراز,,20, بدون اتاق,3 ,اقامتگاه بومگردی , ,,"160,000"
458,2821,منزل مبله 2خوابه در شیراز,4.63,,فارس,شیراز,,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"250,000"
459,28248,"اقامتگاه سنتی""پنج دری""اتاق ۲تخته دبل (2)",4.5,"1,687,000",فارس,شیراز, خیابان 9 دی,720, بدون اتاق,2 ,اقامتگاه بومگردی , ,,
460,81067,واحد دو خوابه‌ی نوساز، ساحل,5,"900,000",فارس,شیراز, کوثر,120,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"250,000"
461,5473,منزل مبله دو خوابه در شیراز,4.66,"1,200,000",فارس,شیراز,,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"250,000"
462,11347,واحد مبله دوخوابه با امکانات رفاهی,4.68,"1,500,000",فارس,شیراز, شیراز,120,2,5 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"60,000"
463,76128,"اقامتگاه بومگردی قصرالدشتی ""اتاق یادمانه""",4.33,,فارس,شیراز, لطفعلی خان زند,20, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"200,000"
464,75905,واحد مبله تک خواب با دسترسی مطلوب,4.67,"800,000",فارس,شیراز, بلوار امیرکبیر,65,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
465,27939,"اقامتگاه بومگردی ""ماه منیر"" اتاق پنج دری",5,"1,480,000",فارس,شیراز, خیابان لطفعلیخان زند,27, بدون اتاق,4 ,اقامتگاه بومگردی ,غیردربست,,"200,000"
466,22181,"اقامتگاه""خانه باغ ایرانی""اتاق بیژن سمندر",4.83,"1,200,000",فارس,شیراز, چهارراه گمرک,15, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
467,39201,"اقامتگاه سنتی ""سهراب"" اتاق پروین 8",4.67,,فارس,شیراز,,18, بدون اتاق,2 ,اقامتگاه بومگردی , ,,"160,000"
468,78996,مجموعه اقامتی میرزای شیرازی، واحد 5 مختص خانواده,4.83,,فارس,شیراز, خیابان میرزای شیرازی,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
469,70808,باغ ویلا ۳ خوابه، دارای فضای بازی در حیاط,4.56,"800,000",فارس,شیراز, ویلا شهر کیمیا,120,3,6 ,ویلایی ,دربست,,"100,000"
470,78955,"مجموعه اقامتی زرهی ""واحد 6"" مختص خانواده",5,"1,600,000",فارس,شیراز, خیابان زرهی,85,2,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
471,22999,"اقامتگاه""خانه باغ ایرانی"" پروین اعتصامی",5,"1,400,000",فارس,شیراز, چهارراه گمرک,15, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
472,41317,مهمانپذیر ملل - 3 تخته,4.37,"470,000",فارس,شیراز,,20, بدون اتاق,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
473,37504,واحد مبله، کلبه سکوت,4.61,"1,200,000",فارس,شیراز,,80,2,4 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"200,000"
474,74466,واحد مبله سه خوابه با امکانات رفاهی (طبقه پنجم),4.42,"900,000",فارس,شیراز, خیابان هجرت,120,3,6 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"250,000"
475,60781,۲ خوابه نزدیک به مکان‌های تفریحی و تجاری,4.54,"1,300,000",فارس,شیراز,,120,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"300,000"
476,71788,باغ ویلای نقلی در پل باغ صفای شیراز,4.67,"950,000",فارس,شیراز, فردوسی,70, بدون اتاق,2 ,ویلایی ,غیردربست,,"150,000"
477,22033,"اقامتگاه""خانه باغ ایرانی""اتاق نیما یوشیج",5,"1,400,000",فارس,شیراز, چهارراه گمرک,15, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
478,14224,اقامتگاه ترنجستان (اتاق سه دری),4.67,"1,100,000",فارس,شیراز, لطفعلی‌خان زند,14, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,"250,000"
479,38689,"اقامتگاه ""عمارت هفت رنگ"" اتاق شازده قاسم",4.92,,فارس,شیراز, سه راه آستانه,20, بدون اتاق,2 ,اقامتگاه بومگردی , ,,"250,000"
480,78954,مجموعه اقامتی زرهی، واحد 7 مختص خانواده,4.33,"1,200,000",فارس,شیراز, خیابان زرهی,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
481,39191,"اقامتگاه سنتی ""سهراب"" اتاق ابتهاج 1",4.54,,فارس,شیراز, بلوار سیبویه,20, بدون اتاق,1 ,اقامتگاه بومگردی ,غیردربست,,"140,000"
482,81492,مجموعه اقامتی فرهنگشهر (واحد6) مختص خانواده,4.5,"1,300,000",فارس,شیراز, خیابان رجایی,135,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
483,83994,واحد مبله تک خواب شکوفه (2),4.67,"750,000",فارس,شیراز, بلوار سرداران,60,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
484,75324,"اقامتگاه سنتی آبان ""اتاق رز""",4.75,"650,000",فارس,شیراز, خیابان لطفعلی خان زند,25, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"250,000"
485,39199,"اقامتگاه سنتی ""سهراب"" اتاق شهریار 6",4.81,,فارس,شیراز,,6, بدون اتاق,1 ,اقامتگاه بومگردی , ,,"120,000"
486,74468,واحد مبله سه خوابه با دسترسی عالی (طبقه دوم),4.54,"900,000",فارس,شیراز, خیابان هجرت,120,3,6 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"250,000"
487,3054,منزل سه خوابه مبله در شیراز,4.48,"1,280,000",فارس,شیراز,,120,3,6 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"250,000"
488,75987,"اقامتگاه بوم‌گردی قصرالدشتی ""اتاق شاه‌نشین""",4,"900,000",فارس,شیراز, لطفعلی خان زند,25, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"200,000"
489,22180,"اقامتگاه""خانه باغ ایرانی""اتاق شهریار VIP",5,"2,800,000",فارس,شیراز, چهارراه گمرک,18, بدون اتاق,3 ,اقامتگاه بومگردی ,غیردربست,,0
490,38705,"اقامتگاه ""عمارت هفت رنگ"" اتاق قهر و آشتی",5,"1,300,000",فارس,شیراز, سه راه آستانه,15, بدون اتاق,2 ,اقامتگاه بومگردی , ,,"300,000"
491,18456,خانه ویلایی طبقه دوم,4.81,"700,000",فارس,شیراز,,140,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
492,76021,اقامتگاه سنتی آبان اتاق شکوفه,4.67,"650,000",فارس,شیراز, خیابان لطفعلی خان زند,25, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"250,000"
493,39511,واحد مبله شیک شیراز,4.92,"2,500,000",فارس,شیراز,,150,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,
494,64143,دلنشین و راحت با امکانات رفاهی و دسترسی عالی,4.75,"1,400,000",فارس,شیراز, خیابان زند,100,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
495,39196,"اقامتگاه سنتی ""سهراب"" اتاق سیمین 3",4.58,"540,000",فارس,شیراز,,23, بدون اتاق,4 ,اقامتگاه بومگردی , ,,"130,000"
496,39202,"اقامتگاه سنتی ""سهراب"" اتاق نیما9",4.33,,فارس,شیراز,,20, بدون اتاق,2 ,اقامتگاه بومگردی , ,,"120,000"
497,78186,"دو خوابه‌ی مبله ""واحد باهنر شمالی با جکوزی""",4.83,"3,300,000",فارس,شیراز, بلوار باهنر شمالی,175,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
498,38709,"اقامتگاه ""عمارت هفت رنگ"" اتاق لب آب",4.88,"1,300,000",فارس,شیراز, سه راه آستانه,15, بدون اتاق,2 ,اقامتگاه بومگردی , ,,
499,5472,مجتمع اقامتی دو خوابه در شیراز,4.44,,فارس,شیراز,,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"250,000"
500,38680,"اقامتگاه ""عمارت هفت رنگ"" اتاق سنگ سیاه",4.39,"1,000,000",فارس,شیراز, سه راه آستانه,15, بدون اتاق,2 ,اقامتگاه بومگردی , ,,"250,000"
501,74955,واحد مبله نیم‌پیلوت دوخوابه با امکانات رفاهی,4.67,"1,000,000",فارس,شیراز, بلوار پاسداران,150,2,4 ,ویلایی ,دربست,,"200,000"
502,16420,خانه مسافر پارسا واحد 2,4.54,"500,000",فارس,شیراز,,110,1,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
503,39093,واحد مبله در بلوار چمران,4.42,"1,500,000",فارس,شیراز,,120,2,5 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"60,000"
504,63786,کلبه‌های جنگلی با استخر آبگرم و زمین والیبال,4.83,"2,500,000",فارس,شیراز, كوديان,150, بدون اتاق,6 ,ویلایی ,غیردربست,,"300,000"
505,16234,خانه مسافر پارسا واحد ٤,4.67,"800,000",فارس,شیراز,,100,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
506,84942,آپارتمان تکخواب لوکس در بالا شهر شیراز,جدید,"1,200,000",فارس,شیراز, گلدشت حافظ,100,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,
507,78137,واحد تک خوابه دارای فضای بازی در حیاط,4.97,"600,000",فارس,شیراز, ویلا شهر کیمیا,60,1,4 ,ویلایی ,غیردربست,,"100,000"
508,10461,اقامتگاه ترنجستان( اتاق ترنج ),4.95,"980,000",فارس,شیراز, لطفعلی‌خان زند,10, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
509,71786,باغ ویلای دوخوابه با امکانات رفاهی واحد (2),4.75,"1,050,000",فارس,شیراز, فردوسی,120,2,5 ,ویلایی ,غیردربست,,"150,000"
510,64524,واحد دوبلکس بااستخر و جکوزی با اب گرم در ویلاشهر,4.79,"2,000,000",فارس,شیراز, ویلاشهر کیمیا,250,2,7 ,ویلایی ,دربست,,"150,000"
511,14249,اقامتگاه ترنجستان (اتاق آینه شاه نشین),5,"1,580,000",فارس,شیراز, لطفعلی‌خان زند,18, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"250,000"
512,64774,آپارتمان مبله میرزای شیرازی 6، طبقه‌ی دوم,4.5,"1,300,000",فارس,شیراز,,130,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
513,83190,واحد مبله دو خوابه با دکوراسیونی زیبا,جدید,"1,600,000",فارس,شیراز, فرهنگشهر,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
514,22183,"اقامتگاه""خانه باغ ایرانی"" اتاق سعدی",4.67,"1,400,000",فارس,شیراز, چهارراه گمرک,15, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
515,51927,واحد دو خواب فرهنگ‌شهر با منظره باغچه,4.75,"1,500,000",فارس,شیراز, فرهنگشهر,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
516,79009,"مجموعه اقامتی میرزای شیرازی ""واحد 6"" مختص خانواده",4.17,"1,200,000",فارس,شیراز, خیابان میرزای شیرازی,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
517,60165,واحد دوخوابه نصر (واحد 2),4.15,"777,000",فارس,شیراز, بلوار نصر غربی,100,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"80,000"
518,64559,آپارتمان پاسداران، طبقه‌ی دوم، واحد (1),4.5,,فارس,شیراز, پاسداران,250,4,7 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
519,78947,مجموعه اقامتی زرهی، واحد 1 مختص خانواده,4.33,"2,700,000",فارس,شیراز, خیابان زرهی,180,4,8 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
520,85255,واحد مبله دو خوابه با امکانات رفاهی و آسانسور,جدید,"1,700,000",فارس,شیراز, پاسداران,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
521,28257,"اقامتگاه سنتی ""پنج دری"" اتاق شاه نشین",4.83,"2,450,000",فارس,شیراز, خیابان 9 دی,720, بدون اتاق,3 ,اقامتگاه بومگردی , ,,
522,70299,اقامتگاه دو خوابه زاگرس با منظره کوهستان,4.78,"750,000",فارس,شیراز, شهر جدید صدرا,110,2,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"70,000"
523,27933,"اقامتگاه بومگردی ""ماه منیر"" اتاق قجری",5,"850,000",فارس,شیراز, خیابان لطفعلیخان زند,13, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
524,35296,"اقامتگاه ""ماه‌سُلطان"" اتاق مه بانو",5,"570,000",فارس,شیراز,,12, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"350,000"
525,87453,ویلای دوخوابه دنج و اقتصادی با دسترسی مطلوب,جدید,"1,125,000",فارس,شیراز, فلکه ارتش,120,2,6 ,ویلایی ,غیردربست,,"100,000"
526,35295,"اقامتگاه ""ماه‌سُلطان"" اتاق مهربانو",5,"620,000",فارس,شیراز,,12, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
527,68584,واحد دو خوابه نصر (واحد 6 ),5,"599,000",فارس,شیراز, بلوار نصر غربی,105,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
528,53583,ویلای دوخوابه با استخر سرپوشیده گرم و ویو عالی,4.81,"2,500,000",فارس,شیراز, ویلاشهر,250,2,4 ,ویلایی ,دربست,,"200,000"
529,85931,آپارتمان دلباز با نورگیری مناسب,جدید,,فارس,شیراز,,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
530,74997,آپارتمان تک خواب، مبله و تمیز,4.17,"770,000",فارس,شیراز, باهنر شمالی,90,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"55,000"
531,59202,آپارتمان مبله‌ی دوخوابه فرهنگ‌شهر (5)، طبقه‌ی اول,4.42,"1,800,000",فارس,شیراز, فرهنگ‌شهر,125,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
532,35298,"اقامتگاه ""ماه‌سُلطان"" اتاق گهربانو",4.67,"570,000",فارس,شیراز,,12, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"350,000"
533,39090,واحد مبله دوخوابه در بلوار چمران شیراز,4.75,"1,550,000",فارس,شیراز, شیراز بلوار چمران,120,2,5 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"60,000"
534,27346,مبله دو خوابه نصر 4,3.96,,فارس,شیراز,,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"75,000"
535,78960,"مجموعه اقامتی میرزای شیرازی ""واحد 2"" مختص خانواده",4.17,"1,300,000",فارس,شیراز, خیابان میرزای شیرازی,75,1,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
536,76312,اقامتگاه نوساز در قلاتِ شیراز,جدید,,فارس,شیراز, قلات,105,2,4 ,ویلایی ,غیردربست,,"150,000"
537,79446,واحد یک خوابه با دسترسی عالی,4.89,"600,000",فارس,شیراز, چهارراه خیرات,40,1,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
538,80209,واحد مبله دوخوابه با دسترسی مطلوب,جدید,"1,000,000",فارس,شیراز, بلوار چمران,110,2,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
539,1116,ویلا حسین آباد,4.67,"1,700,000",فارس,شیراز, حسين اباد,110,2,5 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"100,000"
540,2735,منزل مبله2 خواب شیراز,4.74,"1,200,000",فارس,شیراز,,120,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"250,000"
541,86439,واحد مبله دو خوابه با پارکینگ سرپوشیده و آسانسور,جدید,"750,000",فارس,شیراز, هفت تنان,80,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
542,64505,آپارتمان دوخوابه فرهنگ‌شهر (10)، طبقه‌ی چهارم,جدید,,فارس,شیراز, فرهنگ‌شهر,125,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
543,59130,واحد مبله‌ دوخوابه فرهنگ‌شهر (8) طبقه‌ی سوم,جدید,"1,500,000",فارس,شیراز,,120,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
544,35297,"اقامتگاه ""ماه‌سُلطان"" اتاق نازبانو",4.5,"570,000",فارس,شیراز,,12, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,"350,000"
545,86086,واحد یک خوابه آپارتمانی با امکانات رفاهی مطلوب,جدید,"1,400,000",فارس,شیراز,,116,1,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
546,79029,واحد دو خوابه، در مرکز شهر شیراز,5,"1,200,000",فارس,شیراز, خلدبرین,160,2,4 ,ویلایی ,دربست,,"200,000"
547,65299,آپارتمان بهاران، واحد 4، طبقه‌ی سوم,4.17,"1,600,000",فارس,شیراز,,110,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"150,000"
548,84881,واحد تک خواب مبله و تمیز با دسترسی آسان,جدید,,فارس,شیراز, میدان شهدا,70,1,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"100,000"
549,64108,آپارتمان دوخوابه نوساز هما,5,"2,100,000",فارس,شیراز, خیابان مشکین فام,100,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"200,000"
550,77844,"مجموعه اقامتی علی بابا ""واحد (7) vip دوخوابه""",4.5,"2,000,000",فارس,شیراز, بلوار دکتر حسابی,100,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
551,82771,واحد مبله دو خوابه با دسترسی مطلوب,جدید,"790,000",فارس,شیراز, بلوار قدوسی غربی,90,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"50,000"
552,85031,واحد آپارتمانی، مبله,جدید,"950,000",فارس,شیراز, شهرک بهشتی,98,1,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"250,000"
553,38708,"اقامتگاه ""عمارت هفت رنگ"" اتاق گود عربون",جدید,,فارس,شیراز, سه راه آستانه,18, بدون اتاق,3 ,اقامتگاه بومگردی , ,,
554,38707,"اقامتگاه ""عمارت هفت رنگ"" اتاق کل مشیر",جدید,,فارس,شیراز, سه راه آستانه,15, بدون اتاق,3 ,اقامتگاه بومگردی , ,,"300,000"
555,38700,"اقامتگاه ""عمارت هفت رنگ"" اتاق چپر خونه",جدید,"1,950,000",فارس,شیراز, سه راه آستانه,20, بدون اتاق,3 ,اقامتگاه بومگردی , ,,"300,000"
556,86446,واحد تک خواب با تمامی امکانات در شیراز,جدید,"1,200,000",فارس,شیراز, چمران,70,1,2 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
557,28243,"اقامتگاه سنتی""پنج دری""اتاق 2تخته تویین",جدید,"1,687,000",فارس,شیراز, خیابان 9 دی,720, بدون اتاق,2 ,اقامتگاه بومگردی , ,,
558,80399,واحد لوکس در مرکز شهر با دسترسی عالی,جدید,"1,500,000",فارس,شیراز, ملاصدرا,100,1,3 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"200,000"
559,76129,"اقامتگاه بومگردی قصرالدشتی ""اتاق دنج""",جدید,"1,000,000",فارس,شیراز, لطفعلی خان زند,12, بدون اتاق,4 ,اقامتگاه بومگردی ,غیردربست,,
560,79815,واحد مبله دو خوابه با امکانات رفاهی,4.28,"1,500,000",فارس,شیراز, شهرک گلستان,165,2,5 ,ویلایی ,دربست,,"200,000"
561,22182,"اقامتگاه""خانه باغ ایرانی""اتاق اخوان ثالث",4,"1,400,000",فارس,شیراز, چهارراه گمرک,15, بدون اتاق,2 ,اقامتگاه بومگردی ,غیردربست,,
562,41245,مهمانپذیر ملل - 2 تخته,3.53,,فارس,شیراز,,14, بدون اتاق,2 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,
563,16193,باغ ویلای دوخوابه در شیراز,4.37,"1,200,000",فارس,شیراز,,130,2,9 ,ویلایی ,دربست,بدون سرایدار/نگهبان,"60,000"
564,68807,باغ ویلای دربست در شاپورجانِ شیراز,جدید,"1,200,000",فارس,شیراز, شاپورجان,300,2,8 ,ویلایی ,دربست,,
565,78663,واحد مبله دو خوابه با امکانات رفاهی و آسانسور,3.83,"1,760,000",فارس,شیراز, خیابان میثم جنوبی,115,2,4 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"200,000"
566,86575,آپارتمان بهارستان معالی آباد شیراز,جدید,"790,000",فارس,شیراز, معالی آباد,75,1,3 ,آپارتمان ,دربست,دارای سرایدار/نگهبان,"300,000"
567,84923,واحد دوخواب حیاط دار,جدید,"1,500,000",فارس,شیراز,,130,2,6 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"150,000"
568,80072,واحد ویلایی نیم‌پیلوت تک خواب با امکانات رفاهی,جدید,"1,000,000",فارس,شیراز, بلوار نصر,100,1,4 ,ویلایی ,دربست,,"100,000"
569,64628,تاچارا، مبله و دوخوابه، واحد 2 (طبقه‌ی اول),جدید,"1,430,000",فارس,شیراز,,130,2,4 ,آپارتمان ,دربست,بدون سرایدار/نگهبان,"100,000"
